id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_province,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags
brandenmedtech,brandenmedtech,17983326,892,https://www.linkedin.com/company/brandenmedtech/,"Branden Medical Device (Group) Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQHPxxXxcAIz2A/company-logo_400_400/0/1519883020439?e=1621468800&v=beta&t=3N10mLCUX9jGyZoD_CrMMb2zg7nK1QqutPK8a7kmw58,PRIVATELY_HELD,,http://en.brandentech.com,Driving healthcare innovation.,6,501,1000,42,"Founded in 2001, Branden Medical Device Group specializes in research, development, production, and sale of biological and medical products. It is also a national advanced technology enterprise and a national high technology industrialization base. Branden's product categories include surgery, neurosurgery, cardiovascular and tumor intervention. With nearly 1,000 employees, Branden has a distribute network covers more than 3,000 hospitals in 32 provinces, municipalities and autonomous regions of China. The products are exported to more than 40 countries and regions in the world. Reintech locates in Branden Biomedical Technology Park, which covers an area of 1.82 square kilometers in total, and the first phase of 100,000 square meters of the park has been put into use.  Branden strives to offer employees wide-ranging individual development opportunities and take up corporate social responsibility. By forming a team with scientists and experts, Branden is dedicated to strive for greatness and committed to constantly develop the cutting-edge medical solutions to all patients across the world.",1996,CN,Beijing,BJ,Xicheng,,100029,Medical Device,,
zhejiang-sorfa-medical-plastic-co-ltd,zhejiang-sorfa-medical-plastic-co-ltd,2835868,893,https://www.linkedin.com/company/zhejiang-sorfa-medical-plastic-co-ltd/,"Zhejiang Sorfa Medical Plastic Co.,Ltd",https://media-exp1.licdn.com/dms/image/C510BAQHGuGAViHKKng/company-logo_400_400/0/1519887801178?e=1621468800&v=beta&t=DSQVldfyLJuPX4ynwr7OwdBqVwvIh-XdzC1IYVBm6Ao,PRIVATELY_HELD,,http://www.biosorfa.com/,,1,201,500,62,"Established in 1994, Zhejiang Sorfa has been specialized in disposable labware and medical plastic products with 18 years of experience in China.   This company has advantages in transportation and geographical position, which locates in Deqing County, Huzhou City, Zhejiang Province, nearby Shanghai  and Hangzhou. The new factory was put into production at the beginning of 2009,which has more than 30,000 square meters including 15,000 square meters of building area. It has 1,500 square meters of  10,0000 grade clean-room, a lab ,a research and development center and a mold products process center. We have been specialized in serological pipette, ESR pipette, Tissue culture products and has strong ability of designing mould. Our company insist on the use of scientific-management system for standard production, the pursuit of perfect quality and provide excellent service.",1994,CN,Deqing,ZJ,"No. 148 Longshan Road, Zhongguan Town, Deqing County, Zhejiang, China",,313200,Biotechnology,"Labware,Serological pipettes,ESR pipettes,tissue culture flask,Tissue culture plate,Tissue culture dish and petri dish,Filter system",
Wuhan-eco-pioneer-technology-co-ltd,Wuhan-eco-pioneer-technology-co-ltd,2282299,894,https://www.linkedin.com/company/Wuhan-eco-pioneer-technology-co-ltd/,"Wuhan Eco Pioneer Technology Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQENLTRZlYmdiw/company-logo_400_400/0/1519894060922?e=1621468800&v=beta&t=ZStWODR2BNbwER-EHvp6or7x-H86s7scEfMqAen-Lzk,PUBLIC_COMPANY,+86 13971630921,http://www.ecopio.com,,4,11,50,57,"Wuhan Eco Pioneer Technology Co., Ltd offers a comprehensive range of environmentally friendly and healthcare products and services. We are not only a manufacturer with our own workshop, R&D, QC but also a group of manufacturers under excellent management. We work hard to offer customers the highest level of satisfaction by offering the best quality, the best price, the best delivery and the best service.   Guaranteed by a highly experienced and dedicated executive team, we have already shipped our products to Europe, North and South America, Africa and Asia. Now,  Wuhan Eco Pioneer Technology Co., Ltd is committed to a role of leadership in all facets of our business.    Wuhan Eco Pioneer Technology Co., Ltd is dedicated to supplying real green and natural products to improve the healthcare and life quality of people as well as the environment. We are happy to work together with anyone that has the same goal and welcome new comers with this idea.  Join us, Change life…",2008,CN,Wuhan,HB,"3/F, Building NO.4 ,Plan II of Guan nan Industrial Park","First Gao Xin Er Road, East Lake High-tech  Development Zone",430074,Biotechnology,"dental water jet,portable oral irrigator,sonic toothbrush,electric toothbrush,ionic toothbrush,eco shower head,eco laundry ball",
xingbai,xingbai,14718322,896,https://www.linkedin.com/company/xingbai/,"Xingbai Agricultural Technology Co.,ltd",https://media-exp1.licdn.com/dms/image/C510BAQHsk7KcHKYY8w/company-logo_400_400/0/1562228530776?e=1621468800&v=beta&t=OXFy-VIuzZgxAbGVev6OMtKcdFvwqTGr4DNsbpJVtHA,PRIVATELY_HELD,,http://www.xingbai.cn,Crop Pest Problems Solution Expert,9,1001,5000,50,"A full range of product support, science nourish the growth of every cycle of crops 100 kinds of products, for different crops in different situations, nutrition and care for every part of the crop growth, and effectively solve the problem of crop deficiency, so that the healthy growth of crops, to obtain a higher quality and yield！",1987,CN,Shijiazhuang,HE,,,50000,Biotechnology,,
excellent-health-products-co-ltd,excellent-health-products-co-ltd,28755504,897,https://www.linkedin.com/company/excellent-health-products-co-ltd/,"Excellent Health Products Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQGaGvrljAemKQ/company-logo_400_400/0/1576745631432?e=1621468800&v=beta&t=Ob_dUaTz8oMCOr9-z7ahI_8ppb08NhNKDqVnodN9j5E,PRIVATELY_HELD,+86 517 88279580,http://www.sino-excellent.com,10 years Food ingredients supplier:  Pectin/Rutin/Beetroot extract etc.,5,11,50,48,"Sino-excellent provides solutions for human nutrition, beauty, food, pharmaceuticals and animal nutrition. Excellent has grown to become a global business, providing a wide range of functional products across 60 countries, with 600+ kinds of products  With over a decade of active industry experience, our wide range of supply chain capabilities allows us to be increasingly innovative when it comes to product development and a new application for our customers. we are able to provide an integrated product solution at premium quality.  Vision Make people more healthy   Mission 1, Excellent helps customers to realize their dreams 2, Focus on customers'​ challenges and pressures, provide competitive solutions and continue to create maximum value for customers.  Core value Pursue: Our pursuit is to realize customers'dreams in the field of health, and relying on a drip by drip, perseverance and hard pursuit, we become the world's leading enterprises.  Employee: Serious, responsible and effective management is the greatest wealth of excellence. Respect for knowledge, personality and collective struggle to make our cause grow continuously  Technology: Widely absorb the latest research results in the field of health, modestly learn from excellent enterprises at home and abroad, develop and cooperate to develop leading technology systems, so that our products stand on their own among the world's top health powers.  Spirit: To love our motherland, people, cause and life is the source of our cohesion. Responsibility consciousness, innovation spirit, dedication and solidarity, and cooperation spirit are the essence of our corporate culture, and seeking truth from facts is the criterion of our behavior.",2012,CN,Huaian,JS,,,211700,Biotechnology,,
Shenzhen-pango-electronic-co.-ltd,Shenzhen-pango-electronic-co.-ltd,10420291,898,https://www.linkedin.com/company/Shenzhen-pango-electronic-co.-ltd/,"Shenzhen Pango Electronic Co.,Ltd",https://media-exp1.licdn.com/dms/image/C560BAQGZUHhDbbM7rw/company-logo_400_400/0/1519906236656?e=1621468800&v=beta&t=aZsCZXMyh9EUmT9Ik8luLFvfdRwhbJW9cJJxJP_cdv8,PRIVATELY_HELD,,http://www.pan-go.com,,13,501,1000,42,"Pango is a very famous China factory, manufacturing Blood Pressure Monitors, Massagers, Health Care and Beauty Products. We sell products to BEURER, LiDL (leading EU Brands). Company has more than 800 workers, and ISO13485:2003, CE0413, FDA approval.",2000,CN,Shenzhen,GD,"No.25, 1st Industry zone, FengHuang Rd, XiKeng Village, HengGang Town, LongGang District,",,518600,Medical Device,"Blood Pressure Monitor,TENS Massager,Massager,Therapy Instruments",
mitro-biotech-,mitro-biotech-,10167637,901,https://www.linkedin.com/company/mitro-biotech-/,"MITRO Biotech Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQFMp_sSYLLI2Q/company-logo_400_400/0/1519906900058?e=1621468800&v=beta&t=SbX8siupUo1GirNXRX1M4fBoE9Et2Mv2Al0P_3M5N_E,SELF_EMPLOYED,,http://www.mi-tro.com/,,6,51,200,40,"Midu (Nanjing) Biotechnology Co., Ltd. is the first domestic molecular imaging medicine R&D outsourcing (MI-CRO) enterprise. The company uses the world’s advanced radiolabeling and molecular imaging technologies to provide customers at home and abroad with overall solutions for drug screening, biodistribution, pharmacokinetics, and pharmacodynamic evaluation. Outsourcing technical services, the business runs through the transformation research from naked (small) mice, rats, monkeys to humans, focusing on major diseases such as tumors, coronary heart disease, senile dementia, Parkinson, epilepsy, rheumatism, diabetes, and receptors and genes , Stem cells and other cutting-edge research fields, exploring disease mechanisms, developing diagnosis and treatment drugs, and evaluating treatment effects. PET molecular imaging has outstanding advantages such as in vivo imaging, dynamic quantification, self-control, continuous observation, etc., which greatly shortens the drug development cycle, reduces the risk of failure, and accelerates the launch of new drugs.",,CN,Nanjing,JS,"Building 8, No.5 Qiande Road",,211100,Biotechnology," tumors, coronary heart disease, senile dementia, Parkinson, epilepsy, rheumatism, diabetes",
medoomedical,medoomedical,31553628,902,https://www.linkedin.com/company/medoomedical/,"Shenzhen Medoo Medical Tech. Co.,Ltd",https://media-exp1.licdn.com/dms/image/C510BAQGgUv1Jnj3AiA/company-logo_400_400/0/1585219029808?e=1621468800&v=beta&t=IYyI2PYE3fDD03wIevSw5Uij0YPoAt5WtQRlPXmxqYw,PRIVATELY_HELD,0755 26928966,http://www.medoo.hk,,3,11,50,37,"Medoo Medical is a trusted enterprise in design, development, manufacture and sales of advanced medical devices in minimally invasive intervention field. Founded in 2014, with focus on patients afflicted with vascular diseases, Medoo Medical has committed itself to being a fast growing high-tech enterprise by providing high-quality medical devices and best-in-class service that would meet or exceed the expectations of our customers.  Composed of Shenzhen Medoo Medical Tech. Co., Ltd., Jiangsu Medoo Medical Equipment Tech. Co., Ltd. and Hong Kong Medical Tech. Co., Ltd., Medoo group hasa manufacturing base of over 12,000 m² and R&D laboratories of 520 m² equipped with the most advanced instrumentation;   Medoo Medical has a proven track record in innovative design and quality-assured manufacturing. It has already been ISO13485 certified, currently MeCross CTO Pre-dilatation & NC post-dilatation balloon catheters are CE marked and GMP certified. Other 5 core projects are under rapid development: MeCross PTA peripheral interventional balloon catheter, MeCross neurovascular interventional balloon catheter, MePower new generation non-slip balloon catheter, MeRepair Biologic repair balloon catheter and biodegradable Magnesium-alloy stent.",2014,CN,Shenzhen,GD,"Platform Building, Key Laboratory, Virtual University Park, Yuexing 2 Road, Yuehai Street, Nanshan District","Room 401, A407-B402, B415-B420",518000,Medical Device,"CARDIOLOGY,Peripheral,Cardiovascular,Endovascular,Magnesium Biodegradable Stent",
surgilab-stimuplex-huber-needle-anesthesia-pain-management-cvc,surgilab-stimuplex-huber-needle-anesthesia-pain-management-cvc,14517073,903,https://www.linkedin.com/company/surgilab-stimuplex-huber-needle-anesthesia-pain-management-cvc/,"Guangzhou Surgilab Medical Device Co.,Ltd",https://media-exp1.licdn.com/dms/image/C510BAQHEnDMcsJN5UQ/company-logo_400_400/0/1545490664253?e=1621468800&v=beta&t=Amyr4Gug-esG56WPerPPAqzyPdWsdNwupq3V9QtE2Gc,PRIVATELY_HELD,,http://www.gzsurgilab.com,"Surgilab Medical, supplies anesthesia device, pain management, oxygen therapy, IVD products and non-woven surgical packs",2,201,500,25,"Surgilab Medical, supplies anesthesia device, pain management, oxygen therapy, IVD products and non-woven surgical packs, with factory at Henan Province, which established in 2004, has 90,000 m2 production plant and 500 employees.  Surgilab has strict quality control system, and professional team inspecting products, to protect customer’s equity.  Company Mission: Better Quality, Better Service, Better Price",2007,CN,Guanghzhou,GD,"Jielongli Industrial Zone, Liwan District",4th Building,510370,Medical Device,"anesthesia device, pain management, oxygen therapy, IVD products and non-woven surgical packs",
biomate-medical-devices-technology-co--ltd-,biomate-medical-devices-technology-co--ltd-,10134967,904,https://www.linkedin.com/company/biomate-medical-devices-technology-co--ltd-/,"Biomate Medical Devices Technology CO.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQEA5PeBr1p9ZA/company-logo_400_400/0/1547604371938?e=1621468800&v=beta&t=GHaxbj44D_ZdkN2nYwhR1zK4yYRDDtuvlQ_V65-1LRI,PRIVATELY_HELD,+886-7-9511888,https://www.biomate-device.com/,"Biomate, your smile mate!",10,201,500,40,"Biomate Medical Devices Technology Co., Ltd. was established in 2008, under the policy of “Technology Development Incentives promoting dental industry” by Ministry of Economic Affairs of Taiwan. Using the laser technology developed by Taiwan government, BIOMATE focus on the invention and manufacturing of dental implant, and has been supported and invested by the government with hundreds of million NT dollars. Now we have 2 GMP factories with the top manufacturing equipment of medical devices in Kaohsiung Science Park. Cooperating with professional research centers of medical universities in Taiwan and the group of physicians from dental implant related societies and associations, BIOMATE founded a R&D team that specialized in different fields; moreover, from the aspect of physicians, we worked together to research, develop and manufacture a dental implant system that is more suitable for Asians - the BIOMATE dental implant system. A digital dental technology center and an educational training center of dental implant were established in order to provide a total solution for dentistry.",,TW,Kaohsiung,,"290, Ersheng 1st Rd., Cianjhen District",16F-2,806,Medical Device,,
guizhou-chienyeh-pharmaceutical-packaging-co-ltd-,guizhou-chienyeh-pharmaceutical-packaging-co-ltd-,9364811,905,https://www.linkedin.com/company/guizhou-chienyeh-pharmaceutical-packaging-co-ltd-/,"Chienyeh Pharmaceutical Packaging Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQHc3FvxkVhB6g/company-logo_400_400/0/1519902147879?e=1621468800&v=beta&t=fXonShwkIRNJ_sQDBTXHJSAaloiIHu0GspDkcxQnvcw,PUBLIC_COMPANY,,,,1,201,500,61,"Guizhou Chienyeh Pharmaceutical Packaging Co., Ltd., founded in 1993, is a unit of the Association of China pharmaceutical packaging. We are a professional enterprise to manufacture the products of Class I drug packaging polyvinyl chloride (PVC) film and hard plastic packaging containers. Our products are manufactured under the supervision of highly qualified technical team and are widely used for the packaging of the tablets,capsule，oral liquid, etc. We are the first company in Guizhou province that have obtained the classI ""drug packaging materials and containers registered certification” which issued by Chinese Drug Administration. We have passed the re-audit in 2012 and have been certificated continuously 8 years as a high-tech enterprise in Guizhou Province. The company has passed ISO9001:2008. And we have updated and imported the advanced technology and equipments continuously and also have established a tech-centre which approved by Guizhou province certificate center. Our products enjoy a high reputation in customers and the future market is very wide.",1993,CN,Guiyang,GZ,"No. 1 Gaoxin Road, Wudang district",,550024,Pharmaceuticals,"Pharmaceutical Grade PVC Film,HDPE bottles for Pharmaceutical packing",
chinafoodadditives,chinafoodadditives,13673949,906,https://www.linkedin.com/company/chinafoodadditives/,"Huayi Biological Technology Co.,Ltd",https://media-exp1.licdn.com/dms/image/C510BAQEOtdprHuERGg/company-logo_400_400/0/1575365377059?e=1621468800&v=beta&t=spCB9wHNel312OsVTaLL0_E-U88WjoqMna_x3HqtF2g,SELF_EMPLOYED,,http://www.chinafoodadditives.cn,"Polyglycerol(Polyglyceryl) & Polyglycerol eaters(polyglycerol oleate,polyglycerol stearate,PGPR.....)",3,2,10,52,"Qingdao HuaYi Biological Technology Co., LTD. located in the beautiful coastal city of Qingdao.The company is mainly engaged in food additives、 cosmetics raw material production、distribution of organic chemistry、inorganic chemistry products are mainly for south Korean exports southeast Asia Africa the Americas and other countries and regions.   Recommended product catalog : 1. Polyglycerol  Polyglycerol-2 Polyglycerol-3 Polyglycerol-6 Polyglycerol-10 ............. 2. Polyglycerol Fatty Acid Ester Polyglycerol-2 stearate Polyglycerol-2 oleate Polyglycerol-3 laurate Polyglycerol-10 palmitate Other polyglycerol fatty acid esters:(Mainly include polyglycerol myristate,  polyglycerol coconut oleate, polyglycerol rice bran oleate, polyglycerol olive oleate, polyglycerol ricinoleic acid ester, etc.) 3 .Mono-and Diglycerides mono-and di-stearic acid glyceride mono-and di-oleic acid glyceride mono-and di-palmitic acid glyceride mono-and di-lauric acid glyceride 4. Fatty Acid Glycerides monostearic acid glyceride monooleic acid glyceride dipalmitic acid glyceride dilauric acid glyceride ................ Also other categories......  If you need pls contact us : Katherine Yin Mobile :+86 13465423815 Wechat/Skype/Whatsapp :+86 13465423815     Email: katherine@huayichn.com WEB : www.chinafoodadditives.cn",2015,CN,Qingdao,SD,"No.31 RD, Laoshan District. Qingdao City, Shandong Provience, China",2502,266000,Biotechnology,,
yiming-biological,yiming-biological,13627922,907,https://www.linkedin.com/company/yiming-biological/,"JIANGSU YIMING BIOLOGICAL CO.,LTD",https://media-exp1.licdn.com/dms/image/C560BAQFyeWPo8_vUTg/company-logo_400_400/0/1519895324515?e=1621468800&v=beta&t=3p-EWswuwYu3U4MdimHVGRFc3AiouDYnOJjRPF9Te4M,PRIVATELY_HELD,,http://www.jsymsw.com,,13,201,500,36,"JIANGSU YIMING BIOLOGY CO., LTD is a modernized private joint stock enterprise integrating scientific research, production, manufacture and sale, is now a member of China Food Additives & Ingredients Association and a high-tech enterprise of Jiangsu province.  The company is mainly engaged in products development as food additives, ingredients, medicine, and etc in bioengineering process. At present, most of the company products as food addictive-Transglutaminase(TG), Lipase, the natural food preservartive ε-Polylysine and food ingredient-Soybean Polysaccharide, γ-Amino Butyric Acid are for exportation. Now our company has become the largest manufacturer of Transglutaminase, and has addedε-Polylysine, Lipase to our product list.  The company now covers an area of 40000 m2, possesses complete automatic production line, advanced inspection and test equipment, professional R&D facilities and talent team with strong sense of innovation, has open consciousness of development, and has established long term cooperative mechanism as development test, discussion and etc with several scientific research institutes and universities.  Our company located in Gensi village, Taixing city, Jiangsu province in Yangtze River delta with Nanjing-Nantong highway passing by, the company is only two hours drive away from Shanghai and Nanjing, therefore the transportation is very convenient.",1998,CN,Taixing,JS,"Yiming Road, Gensi Town",,225433,Biotechnology,"Food Additives,Lipase,Transglutaminase,biological,polylysine,curdlan,TGase,TG enzyme,preservative,food industry,chemical additives",
citec-medical,citec-medical,13614633,908,https://www.linkedin.com/company/citec-medical/,"Intl. Trade & Enterprises Cooperative Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQFQEJsRgmyvDQ/company-logo_400_400/0/1519885855668?e=1621468800&v=beta&t=zSl_8N6JstOoM_n3_dMEVz_jr_GA89U7X_OlQX3ntKA,PRIVATELY_HELD,0086 519 86803321,http://www.citec-group.com,CITEC is fighting against the pandemic together with you!,3,11,50,16,"CHangzhou Intl. Trade & Enterprises Cooperative Co., Ltd (CITEC) is established in year 2000. We focus on stapling devices, laparoscopic instruments and endoscopic accessories. We are a solution provider, vertically integrated in R&D, manufacturing, sales and services.  We strictly implement the quality management system according to GMP and IS013485 and have gained the CE certificates for all of our products. We have exported our products to more than 60 countries in the world.  We are committed to provide cost effective and high quality products and best service to our customers. We are working hard to become one of the reliable suppliers in medical devices field.  We accept OEM & ODM production and can meet your special requirements both on manufacturing and service.",2000,CN,Changzhou,JS,"Floor 20,Huajing Building, No. 1 Hejing Garden",,213000,Medical Device,"laparoscopic instruments,stapling devices,endoscopic accessories,Non-Vascular Stents,Surgical Face Mask",
Beijing-jrj-science-and-technology-co.-ltd.,Beijing-jrj-science-and-technology-co.-ltd.,1991900,909,https://www.linkedin.com/company/Beijing-jrj-science-and-technology-co.-ltd./,"Beijing JRJ Science and Technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4D0BAQGVcs7tzCaVXw/company-logo_400_400/0/1519901291163?e=1621468800&v=beta&t=uAN2co3iTqA74myvCZglaliETX_LKU8lfpPlp8LRDHk,PRIVATELY_HELD,,http://www.jerryjia.com,,7,11,50,51,"Beijing JRJ Science and Technology Co. Ltd. (JRJ), set up in 2001, has always been focusing on providing consulting and agency business of medical devices. Since its founding, JRJ has already assisted hundreds of domestic and overseas medical-device manufacturers or agents to register their products in the State Food and Drug Administration (SFDA) of China. JRJ possesses an excellent group of staff who have the background of hospitals, medical authorities and institutes. With their rich experiences and devoted spirit, JRJ has already attained its public praise in the medical-device consulting and marketing field and offered timely, quality, and cost effective services to esteemed clients. JRJ keeps good relationship with SFDA, hospitals and certification agents such as TUV, UL，etc. Meanwhile, as the agent of various medical devices of domestic and overseas manufacturers, JRJ has ever been sparing no efforts to promote the marketing of these products and has already established stable marketing channels in many provinces and areas.",2002,CN,Beijing,BJ,"Room 1410, Block 1, No.6,Ma Lian Dao South Street, XuanWu District",,100055,Medical Device,The registration service of medical device in SFDA,
huqiu,huqiu,28601968,910,https://www.linkedin.com/company/huqiu/,"Huqiu Imaging Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C4E0BAQGzwqzjn9LgnQ/company-logo_400_400/0/1522720999882?e=1621468800&v=beta&t=dbKUxN75V8hLxs-_mMoamMi3oPlRZvDKp0xST1B3xng,PRIVATELY_HELD,,http://www.hu-q.com/en/,,6,201,500,38,"Huqiu is one of the leading researcher and manufacturer of imaging equipment in China. We offer a range of products such as medical Dry Imager, graphic film processor, CTP plate processor and industrial film processor, etc. Having more than 40 years of experience in manufacturing photo-imaging equipment, our products have secured a high market share in the industry. We received ISO 9001 and ISO 13485 issued by German TüV, both our medical film processor and mobile  X-Ray imaging system have obtained CE approvals, and our CTP plate processor has obtained USA UL approval.   Huqiu introduced the mobile X-Ray imaging system and high frequency X-Ray radiography bed in 2005, and digital radiography machine based on the traditional technique of X-Ray device in 2008. In 2012 we launched China’s very first domestically developed medical Dry Imager, a machine that adopts dry thermography technology to produce high quality medical  images for front end digital imaging devices such as CR, DR, CT and MR. The Huqiu dry imaging film is significantly more environmentally  friendly, insensitive to light, more chemically stable, and has a shelf  life of up to 20 years.  The Huqiu medical dry imaging film has marked a milestone on our journey to become an even more sustainable company while contributing to preserve the environment.",1978,CN,Suzhou,JS,"369 Lu Shan Road, SND",,215129,Medical Device,"Medical equipment,Dry Imager,Dry film,Film processor,CTP Plate Processor,Plate Stacker,Self-Service hospital terminal,Image Processor",
ads-dental-lab-co-ltd,ads-dental-lab-co-ltd,13428406,911,https://www.linkedin.com/company/ads-dental-lab-co-ltd/,"ADS Dental Lab Co.,Ltd",https://media-exp1.licdn.com/dms/image/C4E0BAQEohT5lVEN5ig/company-logo_400_400/0/1519873094755?e=1621468800&v=beta&t=OvjbYAMdKApyeCVCrf4GwdZkqIAcoDS85YWzPOWP4xA,PARTNERSHIP,,http://www.chinaadsdentallab.com,To be the best. nothing impossible ,6,51,200,46,"Ads Dental Lab Co., Ltd was established in 2004. We are a family owned group of dental laboratories, providing you with a full range of services, including ceramics/crown & bridge, removable full and partial dentures, combination fixed with removable rehabilitation, fixed and removable implant prosthetics, snoring/sleep apnea appliances, and bruxism/occlusal splints.   Product quality is our key concern, every work is under strictly quality control, with the hard work of more than one hundred experienced technicians and our total team. I take great pride in this. It is this continuity that enables us to maintain the high quality of our work and gives our clients confidence that we will deliver the right fit the first time, everytime. We got high praise for our service and quality from customers at home and abroad. To experience our quality you are welcome to send us several true cases by UPS, FedEx, DHL, Linex or EMS. Our lab can give you an amazing turnaround time 7 days! All the dentists, Dental labs, and dental traders are welcome to experience ADS Service, just like travel in nature! We specialized in doing the outsourcing business with oversea dental labs in USA, Sweden, France, Spain, UK, Japan etc. Most materials and equipments are the same like in the western countries because in the world are just a few dental materials suppliers.   Over last few years developing, a full-service lab, has been in serving to meet your outsourcing demands for Quality & Economical Dental Restorations. We are not the biggest but the best and most experienced. Don’t miss us when you are in need of Outsourcing. To accomplish our mission, we combine state of the art technology and production techniques with an experienced staff of technicians. Contact us now, and allow ADS Dental Technology the opportunity to exceed your expectations as long-terms Outsourcing lab cooperator!",2004,CN,Shenzhen,GD,"7/F Hongyuan Building, Baoyuan Road, Bao'an District",,518102,Medical Device,"Dental Lab,Dental Solution,Dental Studio",
guangdong-kangshen-medical,guangdong-kangshen-medical,13355388,912,https://www.linkedin.com/company/guangdong-kangshen-medical/,"Kangshen medical technology co.,ltd.",https://media-exp1.licdn.com/dms/image/C560BAQFmmro58cD3sw/company-logo_400_400/0/1519878318656?e=1621468800&v=beta&t=liId5Z-7D-ckJLDPfCxKwey9jYKUAWJo-P4hkiwK47c,PRIVATELY_HELD,,http://www.gdkangshen.com,,5,201,500,46,"Guangdong Kangshen Medical Technology Co.,ltd. is located in Wende 1st street, Dawang Hi-Tech industrial area, Zhaoqing City, Guangdong Province, and headquartered in Bijiang Industrial area, Beijiao Town, Shunde Distric, Foshan City, Guangdong Province.   Kangshen’s Registered Funds is 15.8 million; It is occupies a total area of 38500㎡, and warehousing is 13,500 ㎡, 3,000 sets of spare parts stored there; Annual production capacity of beds and medicine cabinet Dispensary thirty thousand or more. Serving staff of about 200 people, including 78 management staff all have college degree or above, more than 100 technical workers which is all through the professional job training and job card holders.  Enterprises have passed the ISO13485: 2003 Medical Device Quality System Certification,  ISO9001: 2008 quality system certification, CE, UN and other international certification proves supplier.",2000,CN,Foshan,GD,"Bijiang Industrial Area, Beijiao town, ","Shunde District,",528312,Medical Device,"Medical equipment,Manufacture,hospital bed,TRADING COMPANY",
crossstrait,crossstrait,13638742,913,https://www.linkedin.com/company/crossstrait/,"Cross Strait Information Technology Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C510BAQHExFUh2AC4_w/company-logo_400_400/0/1586698851307?e=1621468800&v=beta&t=h-tXONLexHagJKL9yE6MAgxCg_KE2sO2sHX2jWCK_tk,PARTNERSHIP,,https://crossstrait.info/,,2,51,200,57,"Committed to the production and sales of biopharmaceuticals, health care products, disposable medical masks, disposable personal protective masks, and personal protective equipment.  The area of the co-operated factories has reached more than 20,000 square meters, and is in line with the white list of exports approved by the Chinese Ministry of Commerce.  The company has China’s first-class advanced professional dust-proof China PPE professional mask production capacity, can produce disposable medical masks, daily production capacity of 3.5 million.  The product quality is strictly produced in accordance with China’s second-class medical device (YY / T 0969-2013) standard for disposable medical masks. The product has passed the strict production environment of ISO13485 / ISO14683, and passed the EU (EU) 2016/425, (EU) 2017 / 745 implementation regulations, BFE bacterial filtration efficiency reached 95-98.  The SMS three-layer structure of this product is all made of medical materials. The blue outer layer: professional-grade waterproof non-woven fabric; the middle core filter layer: high-efficiency MB melt-blown filter cloth (bacterial filtration efficiency: BFE≥95%); white inner layer : Professional grade hydrophilic non-woven fabric.  This product has a positive protection against “new coronavirus” and greatly reduces the risk of infection.  The company undertook a large order for disposable medical masks in March 2020. The target of the booking is mainly for government, education and school systems, corporate resumption and other large orders.  Delivery Date: Regardless of the size of the order, the arrangement will be postponed according to the deposit date, first come first served",2016,CN,Xiamen,FJ,"Unit 8107-23, 1/F, No.18 Haijing East Road, (Ronded Port Area), Xiamen Area of Pilot Free Trade Zone (Fujian) of China.",,361026,Medical Device,,
sichuan-dikang-sci&tech-pharmaceutical-industry-co-ltd-,sichuan-dikang-sci&tech-pharmaceutical-industry-co-ltd-,3997230,914,https://www.linkedin.com/company/sichuan-dikang-sci&tech-pharmaceutical-industry-co-ltd-/,"Dikang Sci&Tech Pharmaceutical Industry Co.,Ltd.",https://media-exp1.licdn.com/dms/image/C560BAQFSoEVcwlZVcg/company-logo_400_400/0/1519865927010?e=1621468800&v=beta&t=LQF_DemeDeFkm3zRtulFin2F5ir9phmyfTvg4xn0D4g,PUBLIC_COMPANY,,,,8,,1,42,"Sichuan Dikang Sci&Tech Pharma is a pharmaceuticals company based out of WEIHAI, SDG, China.",,CN,Weihai,SD,,,,Pharmaceuticals,,
